Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Letter Type
01/29/2019,11/15/2018,H & H Products Company,Center for Food Safety and Applied Nutrition,"H & H Products Company, Juice HACCP/CGMP for Foods/Adulterated/Insanitary",Warning Letter
01/15/2019,10/30/2018,"Nutreglo Products, LLC.","Office of Human and Animal Food Operations, Division IV East",CGMP/Dietary Supplement/Adulterated,Warning Letter
01/01/2019,12/13/2018,Soleo,Center for Drug Evaluation and Research,"Soleo,CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
12/25/2018,07/26/2018,Nexus Vapour,Center for Tobacco Products,"Nexus Vapour, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
12/25/2018,11/29/2018,"Gonzalez and Nietos, LLC",San Juan District Office,"Gonzalez and Nietos, LLC, Seafood HACCP/CGMP for Foods/Adulterated",Warning Letter
12/25/2018,12/03/2018,University of Miami Reproductive and Fertility Center,Center for Biologics Evaluation and Research,"University of Miami Reproductive and Fertility Center, Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",Warning Letter
12/25/2018,12/14/2018,"Hangzhou Guoguang Touring Commodity Co.,Ltd.",Center for Drug Evaluation and Research,"Hangzhou Guoguang Touring Commodity Co.,Ltd., CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
12/20/2018,11/29/2018,"Genetech, Inc.",Center for Biologics Evaluation and Research,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",Warning Letter
12/18/2018,11/30/2018,"Cao Medical Equipment Co., Ltd.",Center for Drug Evaluation and Research,"CAO Medical Equipment Co., Ltd., CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
12/18/2018,10/26/2018,EMSP LTD d/b/a My Shisha Pen,Center for Tobacco Products,"EMSP LTD d/b/a My Shisha Pen, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
12/18/2018,11/30/2018,Aladin Shisha,Center for Tobacco Products,"Aladin Shisha, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
12/11/2018,11/29/2018,Zhejiang Huahai Pharmaceutical,Center for Drug Evaluation and Research,"Zhejiang Huahai Pharmaceutical,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated",Warning Letter
12/11/2018,11/30/2018,"Hybrid Pharma, LLC","Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulteration/Misbranding,Warning Letter
12/11/2018,12/03/2018,Skylark CMC Pvt. Ltd.,Center for Drug Evaluation and Research,Drug Product/Adulterated,Warning Letter
12/10/2018,04/26/2017,Anatox Inc.,Center for Food Safety and Applied Nutrition,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
12/04/2018,09/07/2018,"The Delano Company, Inc. dba LifeLink",Los Angeles District Office,"The Delano Company, Inc. dba LifeLink, Unapproved New Drugs/Misbranded",Warning Letter
12/04/2018,10/26/2018,Alle Processing Corp.,Center for Food Safety and Applied Nutrition,Low Acid Canned Food Regulation/Adulterated,Warning Letter
12/04/2018,11/08/2018,Guardian Pet Products Inc,Center for Veterinary Medicine,Labeling/Unapproved New Animal Drug/Adulterated,Warning Letter
12/04/2018,11/27/2018,Welter Farms Inc,Center for Veterinary Medicine,Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated,Warning Letter
12/04/2018,10/30/2018,American Botanical Pharmacy,San Francisco District Office,"American Botanical Pharmacy, Unapproved New Drugs/Misbranded",Warning Letter
12/04/2018,10/30/2018,Human Biologics of Texas/Globus Medical,Los Angeles District Office,"Human Biologics of Texas/Globus Medical, Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",Warning Letter
12/04/2018,11/19/2018,Jelliffe Dairy Farm,Baltimore District Office,Jelliffe Dairy Farm,Warning Letter
12/04/2018,11/20/2018,Mibo Medical Group,San Francisco District Office,"Mibo Medical Group, CGMP/QSR/Medical Devices/Adulterated",Warning Letter
12/04/2018,11/28/2018,"Barox Co., Ltd.",Center for Drug Evaluation and Research,"Barox Co., Ltd., CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
11/29/2018,11/29/2018,"Electric Lotus, LLC",Center for Tobacco Products,"Electric Lotus, LLC, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/27/2018,06/08/2018,Mother Fogger,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
11/27/2018,11/16/2018,Faro Ted Owiesy,Center for Drug Evaluation and Research,Medical Foods/Unapproved New Drug/Misbranded,Warning Letter
11/27/2018,05/31/2018,Smokers Outlet Online,Center for Tobacco Products,"Smokers Outlet Online, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/27/2018,07/26/2018,Grand Rapids E-Liquid,Center for Tobacco Products,"Grand Rapids E-Liquid, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/27/2018,11/07/2018,MA Labs LLC,Center for Food Safety and Applied Nutrition,"MA Labs LLC, Unapproved New Drugs/Misbranded",Warning Letter
11/20/2018,10/11/2018,Break Time Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
11/20/2018,10/19/2018,"5 Spoke Creamery, LLC",Center for Food Safety and Applied Nutrition,Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated,Warning Letter
11/20/2018,10/26/2018,Cano Tobacco Inc.,Center for Tobacco Products,Drug Product/Adulterated,Warning Letter
11/20/2018,10/26/2018,"LA Tobacco, Inc.",Center for Tobacco Products,"Device/Adulterated LA Tobacco, Inc.",Warning Letter
11/20/2018,11/09/2018,"Mylan Pharmaceuticals, Inc.",Center for Drug Evaluation and Research,"Mylan Pharmaceuticals Inc., CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
11/20/2018,09/26/2018,E-Juice Corner,Center for Tobacco Products,"E-Juice Corner, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,09/26/2018,Wise Guys Vapes,Center for Tobacco Products,"Wise Guys Vapes, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,09/26/2018,Clean Vapor,Center for Tobacco Products,"Clean Vapor, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,09/26/2018,Vapor and a Bottle,Center for Tobacco Products,"Vapor and a Bottle, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,10/04/2018,"Jinher, Inc.",San Francisco District Office,"Jinher, Inc., CGMP/Dietary Supplement/Adulterated/Misbranded",Warning Letter
11/20/2018,10/11/2018,US Vapor Deals,Center for Tobacco Products,"US Vapor Deals, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,10/11/2018,E Z Vaporz,Center for Tobacco Products,"E Z Vaporz, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,10/11/2018,"4 Bidden Fruits, LLC",Center for Tobacco Products,"4 Bidden Fruits, LLC,  Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,10/19/2018,Premier Produce LLC,Cincinnati District Office,"Premier Produce LLC, CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
11/20/2018,10/26/2018,"Specialty Tobacco, Inc",Center for Tobacco Products,"Specialty Tobacco, Inc, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",Warning Letter
11/20/2018,10/29/2018,I. Shay Cosmetics Inc,San Francisco District Office,"I. Shay Cosmetics Inc., CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
11/20/2018,10/31/2018,"DynaPro International, Inc.",Denver District Office,"DynaPro International, Inc., Dietary Supplement/New Drug/Misbranded",Warning Letter
11/20/2018,11/02/2018,"Product Packaging West, Inc.",San Francisco District Office,"Product Packaging West, Inc., CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
11/20/2018,11/06/2018,Surmasis Pharmaceutical,Detroit District Office,Surmasis Pharmaceutical,Warning Letter
11/20/2018,11/06/2018,American Contract Systems,New England District Office,"American Contract Systems, CGMP/QSR/Medical Devices/Adulterated",Warning Letter
11/20/2018,11/08/2018,Avalon Packaging,Denver District Office,"Avalon Packaging, New Drugs/Dietary Supplements/Food Labeling/Misbranded",Warning Letter
11/19/2018,11/07/2018,Jack B Goods Outlet Store,Center for Food Safety and Applied Nutrition,"Jack B Goods Outlet Store, Unapproved New Drugs/Misbranded",Warning Letter
11/13/2018,06/07/2018,US Vascular LLC,Center for Devices and Radiological Health,"US Vascular LLC,  CGMP/QSR/Medical Devices/Adulterated",Warning Letter
11/13/2018,10/26/2018,Greenpark Compounding Pharmacy,Center for Drug Evaluation and Research,Drug Product/Adulterated,Warning Letter
11/13/2018,10/29/2018,"Netcos Co., Ltd.",Center for Drug Evaluation and Research,"Netcos Co., Ltd., Failure to Register and List",Warning Letter
11/13/2018,10/29/2018,United Exchange Corporation,Center for Drug Evaluation and Research,"United Exchange Corporation,  Failure to Comply with Drug Listing Requirements/Misbranded",Warning Letter
11/13/2018,10/31/2018,"StemGenex Biologic Laboratories, LLC",Office of Biological Products Operations – Division 2,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",Warning Letter
11/06/2018,09/26/2018,"Vital Rx, Inc. dba Atlantic Pharmacy and Compounding",Dallas District Office,"Vital Rx, Inc. dba Atlantic Pharmacy and Compounding,  Drug Product/Adulterated",Warning Letter
10/30/2018,09/05/2018,Leventon S. A. U.,Center for Devices and Radiological Health,"Leventon S. A. U.,  CGMP/QSR/Medical Devices/Adulterated/Misbranded",Warning Letter
10/30/2018,09/21/2018,Apollo Future Tecnnology Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/30/2018,10/11/2018,"HelloCig Electronic Technology Co., Ltd",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Section 301(tt) Violation,Warning Letter
10/30/2018,10/11/2018,Vape International LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/30/2018,07/02/2018,Gaeltec Devices LTD,Center for Devices and Radiological Health,"Gaeltec Devices LTD, CGMP/QSR/Medical Devices/Adulterated",Warning Letter
10/30/2018,09/21/2018,"Cardiomed Supplies, Inc.",Center for Devices and Radiological Health,"Cardiomed Supplies, Inc.",Warning Letter
10/30/2018,10/02/2018,Boule Medical AB,Center for Devices and Radiological Health,"Boule Medical AB, CGMP/QSR/Medical Devices/Adulterated",Warning Letter
10/30/2018,10/10/2018,"Original Living Coconut, LLC",Kansas City District Office,"Original Living Coconut, LLC",Warning Letter
10/30/2018,10/16/2018,Casa Pablo's Salsa LLC,Seattle District Office,"Casa Pablo's Salsa LLC, Acidified Foods/Emergency Permit Control/Adulterated/Misbranded",Warning Letter
10/30/2018,10/16/2018,Circle G Farm & Feed Lots Inc,Chicago District Office,"Circle G Farm & Feed Lots Inc, Illegal Drug Residue Animal Tissue/Adulterated",Warning Letter
10/30/2018,10/18/2018,Custom RX LLC dba Custom Rx Pharmacy and Wellness Concepts,Detroit District Office,"Custom RX LLC dba Custom Rx Pharmacy and Wellness Concepts, Compounding Pharmacy/Adulterated Drug Products",Warning Letter
10/30/2018,10/19/2018,"Lakeview Dairy, LLC",Minneapolis District Office,"Lakeview Dairy, LLC, Illegal Drug Residue",Warning Letter
10/30/2018,10/19/2018,"Gold Star Distrbution., Inc.",Minneapolis District Office,"Gold Star Distrbution., Inc., CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
10/23/2018,10/09/2018,IceRx,Center for Drug Evaluation and Research,"IceRx, Finished Pharmaceuticals/Unapproved New Drug/Misbranded",Warning Letter
10/23/2018,09/24/2018,Auro Pharmacies Inc,San Francisco District Office,"Auro Pharmacies Inc, Compounding Pharmacy/Adulterated Drug Products",Warning Letter
10/23/2018,10/05/2018,Gilman Cooperative Creamery Association,Minneapolis District Office,"Gilman Cooperative Creamery Association, CGMP/Medicated Feeds/Adulterated",Warning Letter
10/23/2018,10/11/2018,Bamboo LLC,Atlanta District Office,"Bamboo LLC, Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions",Warning Letter
10/23/2018,10/17/2018,"No More Fleas Please, Inc.",Dallas District Office,"No More Fleas Please, Inc. ,  New Animal Drug/Adulterated",Warning Letter
10/17/2018,10/05/2018,Farmers Ranchers Coop Assn,Kansas City District Office,Adultered Animal Food/Misbranded,Warning Letter
10/16/2018,08/02/2018,Caviar Petrossian S.A.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated; Seafood HACCP,Warning Letter
10/16/2018,08/10/2018,"Maui Preserved, LLC",Division of Human and Animal Food Operations West V,Acidified Foods/Emergency Permit Control/Adulterated,Warning Letter
10/16/2018,08/24/2018,Vireo Resources,Kansas City District Office,Unapproved New Drugs/Homeopathic/Misbranded,Warning Letter
10/16/2018,09/27/2018,"Elwood International, Inc.",Office of Human and Animal Food Operations East – Division 1,Low Acid Canned Food Regulation/Adulterated,Warning Letter
10/16/2018,10/01/2018,"Ignatius P. Godoy, M.D.",Center for Biologics Evaluation and Research,Bioresearch Monitoring Program/IRB,Warning Letter
10/16/2018,10/03/2018,"Hanlim Pharm Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
10/09/2018,09/21/2018,"Oakshire Trading Co, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/09/2018,09/21/2018,Good Vibes Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/09/2018,09/21/2018,East Coast Vape Distribution,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/09/2018,10/09/2018,Discount Pharmacy,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,Warning Letter
10/09/2018,10/09/2018,Farma Glow,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,Warning Letter
10/09/2018,10/09/2018,MyRxAffiliate Program,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,Warning Letter
10/09/2018,10/09/2018,RxAff,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,Warning Letter
10/09/2018,10/09/2018,Store Pills Network,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,Warning Letter
10/09/2018,10/09/2018,TeraPharm,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,Warning Letter
10/08/2018,09/04/2018,Environmental Trade Inc.,Office of Human and Animal Foods - Division III East,Animal Drugs/Adulterated,Warning Letter
10/08/2018,09/14/2018,Becton Dickinson Medical Systems,Division of Medical Device and Radiological Health Operations Central,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/02/2018,09/26/2018,"120ml.co, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/02/2018,09/26/2018,Clouds Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/25/2018,03/05/2018,"Uckele Health & Nutrition, Inc.",Chicago District Office,"Uckele Health & Nutrition, Inc., CGMP/Dietary Supplement/Adulterated/Misbranded",Warning Letter
09/25/2018,05/20/2018,Mars Cigars & Pipes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/25/2018,08/31/2018,"Independent Nutrition, Inc.",Seattle District Office,Unapproved New Animal Drug/Adultered/Misbranded/Misleading,Warning Letter
09/25/2018,09/10/2018,"Atlas Pharmaceuticals, LLC",San Francisco District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
09/25/2018,09/10/2018,Wilson Medicine Company,Center for Drug Evaluation and Research,"Wilson Medicine Company, CGMP/Finished Pharmaceuticals/Adulterated",Warning Letter
09/25/2018,09/17/2018,"Rock Farm, LLC dba WholeFood Farmacy",Cincinnati District Office,"Rock Farm, LLC dba WholeFood Farmacy, Unapproved New Drugs/Misbranded",Warning Letter
09/18/2018,07/25/2018,Boothwyn Pharmacy LLC,New Jersey District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
09/18/2018,08/20/2018,Tri-Coast Pharmacy,Dallas District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
09/18/2018,08/28/2018,"Celletech, Ltd",Minneapolis District Office,New Drugs/Dietary Supplements/Food Labeling/Misbranded,Warning Letter
09/18/2018,08/29/2018,"Fagron, Inc",Detroit District Office,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
09/18/2018,08/29/2018,"Pharmaceutical Laboratories and Consultants, Inc.",Detroit District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
