Letter Issue Date,Company Name,Issuing Office,Regulated Product,Subject,Letter Type
7/31/2018,"Hangzhou Karic Commodities Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
7/30/2018,"Medtronic Inc., Cardiac Rhythm and Heart Failure (CRHF)",Florida District Office,,,Warning Letter
7/30/2018,"Kelley-Ross & Associates, Inc. dba Kelley-Ross Compounding Pharmacy",San Francisco District Office,,,Warning Letter
7/27/2018,MMWTA Mothers Milk WTA,Center for Tobacco Products,,,Warning Letter
7/27/2018,JT Cosmetics & Chemicals Pvt Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
7/26/2018,Nexus Vapour,Center for Tobacco Products,,,Warning Letter
7/26/2018,Grand Rapids E-Liquid,Center for Tobacco Products,,,Warning Letter
7/26/2018,Smoke To Live Outlet Inc,Center for Tobacco Products,,,Warning Letter
7/26/2018,Peak Vapor,Center for Tobacco Products,,,Warning Letter
7/26/2018,Paradise Vape UK,Center for Tobacco Products,,,Warning Letter
7/26/2018,"SK Vape Technology Co., Ltd",Center for Tobacco Products,,,Warning Letter
7/26/2018,"Ashlynn Marketing Group, Inc",Center for Tobacco Products,,,Warning Letter
7/26/2018,"Yicheng Goto Pharmaceuticals Co., Ltd",Center for Drug Evaluation and Research,,,Warning Letter
7/26/2018,Kerry Inc,Chicago District Office,,,Warning Letter
7/25/2018,Boothwyn Pharmacy LLC,New Jersey District Office,,,Warning Letter
7/25/2018,"Anigan, Inc.",San Francisco District Office,,,Warning Letter
7/24/2018,"Les Produits Chimiques B.G.R., Inc.",Center for Drug Evaluation and Research,,,Warning Letter
7/24/2018,Stanley Specialty Pharmacy Compounding and Wellness Center,Dallas District Office,,,Warning Letter
7/23/2018,"Milbar Laboratories, Inc.",New Jersey District Office,,,Warning Letter
7/19/2018,"Niche Pharmaceuticals, Inc",Dallas District Office,,,Warning Letter
7/18/2018,"Hawaiian Organic Noni, LLC",Los Angeles District Office,,,Warning Letter
7/17/2018,"Yuki Gosei Kogyo Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
7/16/2018,Lopez Gonzalez Santana Corporation dba Domel and dba Dermixx,San Juan District Office,,,Warning Letter
7/13/2018,GC Natural,Los Angeles District Office,,,Warning Letter
7/12/2018,www.poppyseedwash.com,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/12/2018,BioDiagnostic International,San Francisco District Office,,,Warning Letter
7/10/2018,Gipsco Investment Corp,Detroit District Office,,,Warning Letter
7/9/2018,Roorda Dairy,Kansas City District Office,,,Warning Letter
7/6/2018,Aegle Nutrition LLC,Dallas District Office,,,Warning Letter
7/5/2018,Claris Injectables Limited,Center for Drug Evaluation and Research,,,Warning Letter
7/3/2018,Jimmy Nesbitt,Cincinnati District Office,,,Warning Letter
7/3/2018,"SIA ""Piejura""",Center for Food Safety and Applied Nutrition,,,Warning Letter
7/3/2018,AniCell Biotech,Los Angeles District Office,,,Warning Letter
7/3/2018,bB BioChem Laboratories Inc.,Los Angeles District Office,,,Warning Letter
7/2/2018,Gaeltec Devices LTD,Center for Devices and Radiological Health,,,Warning Letter
6/29/2018,Holy Land Brand Inc.,Minneapolis District Office,,,Warning Letter
6/27/2018,Zhuhai United Laboratories Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
6/26/2018,American Chinese Medicine Association,Detroit District Office,,,Warning Letter
6/26/2018,"Foshan Jinxiong Technology Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
6/22/2018,"Sichuan Friendly Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
6/20/2018,KPC Products Inc,Los Angeles District Office,,,Warning Letter
6/14/2018,Green Planet Inc,Center for Tobacco Products,,,Warning Letter
6/12/2018,"Ami Cosmetics Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
6/12/2018,"Henan Lihua Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
6/11/2018,"LNZRO Pizza Empire, Inc.",New York District Office,,,Warning Letter
6/8/2018,Mother Fogger,Center for Tobacco Products,,,Warning Letter
6/8/2018,Kaltec Food Packaging Inc.,New York District Office,,,Warning Letter
6/8/2018,BR SAS,Center for Drug Evaluation and Research,,,Warning Letter
6/7/2018,US Vascular LLC,Center for Devices and Radiological Health,,,Warning Letter
6/7/2018,Up Inya Gear,Center for Food Safety and Applied Nutrition,,,Warning Letter
6/6/2018,The Health Management Group Inc.,Cincinnati District Office,,,Warning Letter
5/31/2018,Smokers Outlet Online,Center for Tobacco Products,,,Warning Letter
5/31/2018,"Jacobs Pills, Inc.",New Jersey District Office,,,Warning Letter
5/31/2018,"Fair Fish Co., Inc.",New York District Office,,,Warning Letter
5/31/2018,Northwoods Vape Escape LLC,Center for Tobacco Products,,,Warning Letter
5/31/2018,Hells Vapors LLC,Center for Tobacco Products,,,Warning Letter
5/31/2018,Vapestar,Center for Tobacco Products,,,Warning Letter
5/31/2018,Global Vapery,Center for Tobacco Products,,,Warning Letter
5/31/2018,"Taiwan Biotech Co., LTD.",Center for Drug Evaluation and Research,,,Warning Letter
5/30/2018,Venum Vapur LLC,Center for Tobacco Products,,,Warning Letter
5/30/2018,Blowing Vapors,Center for Tobacco Products,,,Warning Letter
5/30/2018,Swamp Vapor Lafayette,Center for Tobacco Products,,,Warning Letter
5/30/2018,Savage Juice,Center for Tobacco Products,,,Warning Letter
5/30/2018,Hi Five Ohm Vape Co,Center for Tobacco Products,,,Warning Letter
5/30/2018,JSST Enterprises LLC,Center for Tobacco Products,,,Warning Letter
5/29/2018,One Stop Pharma,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,RemedyMart,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,TramadolHub,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,RxCash.Biz,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,XLPharmacy,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,Eassybuyonline,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,AnonShop,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,Instabill ECS?Rx,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,Medstore.biz,Center for Drug Evaluation and Research,,,Warning Letter
5/29/2018,LiquidCaffeine.com,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/29/2018,Dual Health Body and Mind,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/24/2018,"Bimeda, Inc.",Center for Veterinary Medicine,,,Warning Letter
5/24/2018,The Fertility Partnership LLC,Chicago District Office,,,Warning Letter
5/23/2018,"Westcoast Radiology, Ltd",Center for Devices and Radiological Health,,,Warning Letter
5/23/2018,"Creative Science, Inc.",Detroit District Office,,,Warning Letter
5/23/2018,IDT Australia Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
5/21/2018,"Oeyama-Moto-Medical Group Foundation, LLC",Center for Drug Evaluation and Research,,,Warning Letter
5/20/2018,Mars Cigars & Pipes,Center for Tobacco Products,"Cigars, Cigarillos, Little Filtered Cigars",,Warning Letter
5/18/2018,"Rico-Perez Products, Inc.",Center for Food Safety and Applied Nutrition,,,Warning Letter
5/18/2018,Kolmar Korea Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
5/18/2018,Jalco Cosmetics Pty Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
5/18/2018,Performance Nutrition Formulators LLC dba VMI Sports,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/18/2018,"Pharmacy Direct, PDU",Center for Food Safety and Applied Nutrition,,,Warning Letter
5/18/2018,CV7 Holdings LLC,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/18/2018,"Revibe, Inc.",Center for Drug Evaluation and Research,,,Warning Letter
5/18/2018,Kratom Spot,Center for Drug Evaluation and Research,,,Warning Letter
5/18/2018,Front Range Kratom,Center for Drug Evaluation and Research,,,Warning Letter
5/18/2018,Napa Valley Bioscience,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/18/2018,GliSODin Skin Nutrients,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/18/2018,Sunergized LLC,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/17/2018,"Silver Armor, Inc.",Atlanta District Office,,,Warning Letter
5/17/2018,Orangeburg Pecan Company Inc,Atlanta District Office,,,Warning Letter
5/16/2018,Europharma Concepts Limited,Center for Drug Evaluation and Research,,,Warning Letter
5/16/2018,"New England Confectionery Company, Inc.",Center for Food Safety and Applied Nutrition,,,Warning Letter
5/15/2018,Cerno Pharmaceutical,Dallas District Office,,,Warning Letter
5/14/2018,Jilin Shulan Synthetic Pharmaceutical Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
5/10/2018,"Virtue Vape, LLC",Center for Tobacco Products,,,Warning Letter
5/10/2018,"13th Floor Elevapors, LLC",Center for Tobacco Products,,,Warning Letter
5/10/2018,VallHund Vapes Inc.,Center for Tobacco Products,,,Warning Letter
5/10/2018,Chill E-Liquid,Center for Tobacco Products,,,Warning Letter
5/9/2018,Montana Compounding Pharmacy PC,Los Angeles District Office,,,Warning Letter
5/9/2018,Reine Lifescience,Center for Drug Evaluation and Research,,,Warning Letter
5/9/2018,Nox Bellcow Cosmetics Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
5/7/2018,"Emmett F. Branigan, MD, PS, Inc",Los Angeles District Office,,,Warning Letter
5/3/2018,Ramirez & Ca. (Filhos),Center for Food Safety and Applied Nutrition,,,Warning Letter
5/1/2018,Drip More LLC,Center for Tobacco Products,,,Warning Letter
5/1/2018,"7 Daze, LLC",Center for Tobacco Products,,,Warning Letter
5/1/2018,Cosmic Fog Vapors LLC,Center for Tobacco Products,,,Warning Letter
5/1/2018,Warrender Enterprise Inc.,Center for Tobacco Products,,,Warning Letter
5/1/2018,"Tinted Brew, Inc",Center for Tobacco Products,,,Warning Letter
5/1/2018,NEwhere Inc. d/b/a Mad Hatter Juice,Center for Tobacco Products,,,Warning Letter
5/1/2018,Fog It Up,Center for Tobacco Products,,,Warning Letter
5/1/2018,Elite Vaporworks,Center for Tobacco Products,,,Warning Letter
5/1/2018,Ultimate Vape Deals,Center for Tobacco Products,,,Warning Letter
5/1/2018,Omnia E-Liquid,Center for Tobacco Products,,,Warning Letter
5/1/2018,Sugoi LLC,Center for Tobacco Products,,,Warning Letter
4/30/2018,Chi's Enterprise Inc,Los Angeles District Office,,,Warning Letter
4/25/2018,"Baker's Best Health Products, Inc.",Chicago District Office,,,Warning Letter
4/25/2018,"Hood River Juice Company, Inc.",Seattle District Office,,,Warning Letter
4/24/2018,Goran Pharma Pvt Ltd,Center for Drug Evaluation and Research,,,Warning Letter
4/20/2018,E-Liquid Circle LLC,Center for Tobacco Products,,,Warning Letter
4/19/2018,"Lijiang Yinghua Biochemical and Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
4/19/2018,Southern Cloud Cartel LLC,Center for Tobacco Products,,,Warning Letter
4/18/2018,"Herbs America, Inc.",Seattle District Office,,,Warning Letter
4/18/2018,MC Fish Co,Cincinnati District Office,,,Warning Letter
4/18/2018,Degasa S.A. De C.V.,Center for Drug Evaluation and Research,,,Warning Letter
4/18/2018,Phase 4 Pharmaceutical LLC,Dallas District Office,,,Warning Letter
4/16/2018,Ei LLC,Dallas District Office,,,Warning Letter
4/12/2018,The Sub Ohm Syndicate,Center for Tobacco Products,,,Warning Letter
4/9/2018,"Taiwan Sing Rong Food Co., LTD",Center for Food Safety and Applied Nutrition,,,Warning Letter
4/9/2018,McCallum Manufacturing Ltd,Center for Drug Evaluation and Research,,,Warning Letter
4/6/2018,"Results RNA, LLC",Denver District Office,,,Warning Letter
4/6/2018,Luen Wah (HK) Medicine Ltd,Center for Drug Evaluation and Research,,,Warning Letter
4/6/2018,"Briar Shoppe, The",Center for Tobacco Products,,,Warning Letter
4/6/2018,http://www.cigarettes-mart.com,Center for Tobacco Products,,,Warning Letter
4/5/2018,"RadLogics, Inc.",Center for Devices and Radiological Health,,,Warning Letter
4/4/2018,Amerigo Labs LLC,Kansas City District Office,,,Warning Letter
4/4/2018,E-Jooce,Center for Tobacco Products,,,Warning Letter
4/4/2018,Puget Sound Drug Corporation dba Key Pharmacy and Compounding Center,Los Angeles District Office,,,Warning Letter
4/3/2018,SynCardia Systems LLC,Los Angeles District Office,,,Warning Letter
4/2/2018,ARJ Infusion Services Inc,Detroit District Office,,,Warning Letter
4/2/2018,Arrow Reliance Inc,Center for Veterinary Medicine,,,Warning Letter
3/30/2018,Vital Hierbas Naturales Corporation,Chicago District Office,,,Warning Letter
3/30/2018,Ozark Country Herbs,Dallas District Office,,,Warning Letter
3/29/2018,Yoder's Good Health Products,Atlanta District Office,,,Warning Letter
3/29/2018,http://www.ecigretail.com,Center for Tobacco Products,,,Warning Letter
3/29/2018,Quit Easy Ltd,Center for Tobacco Products,,,Warning Letter
3/29/2018,CIGNOT INC,Center for Tobacco Products,,,Warning Letter
3/29/2018,Atom Vapes Llc,Center for Tobacco Products,,,Warning Letter
3/29/2018,Oglesby & Butler,Center for Tobacco Products,,,Warning Letter
3/29/2018,Jam Vapes,Center for Tobacco Products,,,Warning Letter
3/29/2018,Reedhill Ventures LLC,Center for Tobacco Products,,,Warning Letter
3/29/2018,"Hanbul Cosmetics Co., Ltd",Center for Drug Evaluation and Research,,,Warning Letter
3/29/2018,South Texas Botanicals,Dallas District Office,,,Warning Letter
3/29/2018,Gate Gourmet Inc.,Cincinnati District Office,,,Warning Letter
3/26/2018,Tris Pharma Inc.,New Jersey District Office,,,Warning Letter
3/26/2018,"Schmidt, James",Minneapolis District Office,,,Warning Letter
3/23/2018,Namsa,Center for Devices and Radiological Health,,,Warning Letter
3/23/2018,Cache Commodities Incorporated,Denver District Office,,,Warning Letter
3/23/2018,Blue Heron Bakery,Seattle District Office,,,Warning Letter
3/22/2018,Get The Tea,Denver District Office,,,Warning Letter
3/21/2018,"Secret Garden of Health & Healing, LLC",Denver District Office,,,Warning Letter
3/21/2018,Starlight Desserts Inc,Seattle District Office,,,Warning Letter
3/19/2018,Remnant Inc. DBA The Donut Stop,Kansas City District Office,,,Warning Letter
3/16/2018,Bhavani Fruits & Vegetables LLC,New York District Office,,,Warning Letter
3/15/2018,Keshava Organics Pvt. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
3/14/2018,A C Calderoni & Co. Inc.,San Francisco District Office,,,Warning Letter
3/13/2018,"Biotek, Inc.",Denver District Office,,,Warning Letter
3/9/2018,Hoya Corporation - Pentax Life Division,Center for Devices and Radiological Health,,,Warning Letter
3/9/2018,Labocont Industrial SRL,Center for Drug Evaluation and Research,,,Warning Letter
3/9/2018,Fujifilm,Center for Devices and Radiological Health,,,Warning Letter
3/9/2018,Olympus Medical Systems Corporation,Center for Devices and Radiological Health,,,Warning Letter
3/9/2018,Malladi Drugs & Pharmaceuticals Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
3/9/2018,"Anna's Pies, LLC",Cincinnati District Office,,,Warning Letter
3/9/2018,Carol Bond Health Foods,Dallas District Office,,,Warning Letter
3/8/2018,"Medaus, Inc.",Dallas District Office,,,Warning Letter
3/7/2018,"Diamond Wipes International, Inc.",Los Angeles District Office,,,Warning Letter
3/5/2018,"Uckele Health & Nutrition, Inc.",Chicago District Office,,,Warning Letter
3/5/2018,Quali Controle & Qual-Controle-C.E.Bac,Center for Drug Evaluation and Research,,,Warning Letter
3/5/2018,"MedPark Pharmacy, LLC",New Jersey District Office,,,Warning Letter
3/1/2018,Park Infusioncare LP dba Preferred Homecare,Dallas District Office,,,Warning Letter
3/1/2018,Pharmacy Resources Incorporated,Los Angeles District Office,,,Warning Letter
2/28/2018,Clover Custom Blending LLC,Dallas District Office,,,Warning Letter
2/27/2018,"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",Detroit District Office,,,Warning Letter
2/27/2018,Laser Dental Innovations,Los Angeles District Office,,,Warning Letter
2/23/2018,"Zhejiang Ludao Technology Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
2/23/2018,PA Constans - Minnesota Emu,Minneapolis District Office,,,Warning Letter
2/23/2018,Nan San (HK) Pharmaceutical Factory Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
2/21/2018,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",Los Angeles District Office,,,Warning Letter
2/20/2018,Dexcowin Co. Ltd.,Center for Devices and Radiological Health,,,Warning Letter
2/20/2018,"Homeodynamics, LLC",Minneapolis District Office,,,Warning Letter
2/16/2018,Alchymars ICM SM Private Limited,Center for Drug Evaluation and Research,,,Warning Letter
2/16/2018,Great American Marketing Company,Dallas District Office,,,Warning Letter
2/15/2018,Ricker Hill Farms,New York District Office,,,Warning Letter
2/15/2018,Vaping Veteran Supplies LLC,Center for Tobacco Products,,,Warning Letter
2/14/2018,"Nowcos Co., Ltd",Center for Drug Evaluation and Research,,,Warning Letter
2/12/2018,"Casmara Cosmetics, S.A.",Center for Drug Evaluation and Research,,,Warning Letter
2/9/2018,Ravenstorm AUA-father Christmas Group,Center for Tobacco Products,,,Warning Letter
2/9/2018,Swirling Wind Vapors LLC,Center for Tobacco Products,,,Warning Letter
